judul_lagu,artis,genre,valence,energy,danceability,tempo,acousticness,popularity,genre_utama,mood,tokens,cluster
Não Tenho Outro Bem - Ao Vivo,Trazendo a Arca,groove,0.23,0.494,0.348,123.551,0.47,33,Hip-Hop,Melancholic,nao tenho outro bem ao vivo,6
Start Shootin',Little People,trip-hop,0.396,0.837,0.59,89.871,0.16,46,Hip-Hop,Energetic,start shootin,6
Ela Botou o Gps,Mc Delux;DJ TS;Dj Guuh,funk,0.371,0.579,0.765,129.95,0.538,43,Hip-Hop,Melancholic,ela botou gps,6
Freestyle pra Faixa Rosa,BIN;WillsBife,funk,0.809,0.411,0.813,128.945,0.107,45,Hip-Hop,Groovy,freestyle pra faixa rosa,6
Espancando Recalque,MC Hariel,funk,0.792,0.489,0.765,170.155,0.43,51,Hip-Hop,Groovy,espancando recalque,6
Death Route,Sidhu Moose Wala,hip-hop,0.534,0.633,0.699,159.955,0.397,62,Hip-Hop,Groovy,death route,6
The Empty Bottle,Archive,trip-hop,0.0346,0.561,0.457,137.019,0.596,17,Hip-Hop,Melancholic,empty bottle,6
Grim Sleeper,Butcher Babies,groove,0.0919,0.978,0.393,144.729,0.000946,23,Hip-Hop,Dark,grim sleeper,6
Eu Tô de Miliduka,Mc Kadu;MC Cebezinho;Mc Kanhoto;MC GP;Dj Victor,funk,0.449,0.477,0.662,173.942,0.709,41,Hip-Hop,Groovy,eu de miliduka,6
Love Song,Larry Gaaga;Duncan Mighty;Victor AD,dancehall,0.694,0.517,0.826,108.133,0.531,0,Hip-Hop,Groovy,love song,6
Still Together - Radio Mix,Zeni N;Erdit Mertiri,groove,0.237,0.788,0.675,117.996,0.00098,44,Hip-Hop,Dark,still together radio mix,6
I Heard It Through The Grapevine - Single Version,Marvin Gaye,funk,0.664,0.45,0.722,118.455,0.199,0,Hip-Hop,Groovy,heard through grapevine single version,6
Black Matte,Jaura Phagwara;Enzo,hip-hop,0.71,0.805,0.734,171.899,0.246,60,Hip-Hop,Happy,black matte,6
Forever - Dimitris Athanasiou Remix,VetLove;Dimitris Athanasiou,groove,0.467,0.557,0.752,115.008,0.333,39,Hip-Hop,Groovy,forever dimitris athanasiou remix,6
Sembrador De Amor,Joan Sebastian,r-n-b,0.777,0.707,0.665,102.368,0.642,43,Hip-Hop,Happy,sembrador de amor,6
X ÚLTIMA VEZ,Daddy Yankee;Bad Bunny,hip-hop,0.573,0.855,0.812,90.04,0.0789,2,Hip-Hop,Energetic,ultima vez,6
Move to the Music,Busy Signal;Oryane,dancehall,0.616,0.849,0.771,115.024,0.062,49,Hip-Hop,Happy,move music,6
You Got Me Baby - Felon Remix,Lushington;Felon,groove,0.666,0.738,0.791,125.004,0.00177,23,Hip-Hop,Happy,baby felon remix,6
O Tempo Passa,Maneva,r-n-b,0.782,0.633,0.798,89.029,0.0795,41,Hip-Hop,Happy,tempo passa,6
Ta Com Saudade de Mim,MC Teteu;JC NO BEAT;DJ F7,funk,0.255,0.775,0.875,131.953,0.00448,43,Hip-Hop,Dark,ta com saudade de mim,6
SEM LIMITES,WC no Beat;LUDMILLA;Vitão,funk,0.665,0.599,0.721,141.946,0.416,44,Hip-Hop,Groovy,sem limites,6
Other Side of Love,Karen Harding,groove,0.0919,0.707,0.604,120.917,0.0939,49,Hip-Hop,Dark,other side love,6
"Fokus (Jugglerz, Miami Yacine, Nura feat. Bausa & Joshi Mizu)",Jugglerz;Miami Yacine;Nura;Bausa;Joshi Mizu,dancehall,0.224,0.805,0.73,119.845,0.154,33,Hip-Hop,Dark,fokus jugglerz miami yacine nura feat bausa joshi mizu,6
THATS WHAT I WANT,Lil Nas X,hip-hop,0.546,0.846,0.737,87.981,0.00614,87,Hip-Hop,Energetic,thats want,6
Lendas do Funk,MC Rodolfinho;Mc Danado;MC Guime;MC Lon;Mc Nego Blue;Mc Boy do Charmes;Mc B.o;DJ Will SP,funk,0.668,0.56,0.821,119.916,0.259,42,Hip-Hop,Groovy,lendas funk,6
Dil Nu,AP Dhillon;Shinda Kahlon,hip-hop,0.925,0.655,0.811,117.979,0.0947,71,Hip-Hop,Happy,dil nu,6
Karma Crush,Alex Cortiz,trip-hop,0.638,0.664,0.806,115.996,0.000404,17,Hip-Hop,Happy,karma crush,6
Correrei - Ao Vivo,Samuel Mizrahy,groove,0.589,0.875,0.381,163.942,0.205,24,Hip-Hop,Energetic,correrei ao vivo,6
Tan Dificil,Federico Aubele,trip-hop,0.484,0.688,0.716,92.006,0.259,19,Hip-Hop,Groovy,tan dificil,6
Bh no Topo 5,Mc Anjim;MC Rick;MC Saci;MC Braian;Mc Morena;Dj Nattan;Dj Tg Da Inestan;Gui Marques,funk,0.422,0.459,0.549,75.912,0.742,44,Hip-Hop,Groovy,bh topo,6
Higher Kraut,De-Phazz;Mani Neumeier;Jan Fride Wolbrandt,trip-hop,0.496,0.54,0.665,110.035,0.244,18,Hip-Hop,Groovy,higher kraut,6
Envolver - Remix,Anitta;Justin Quiles,funk,0.616,0.819,0.824,92.001,0.125,0,Hip-Hop,Happy,envolver remix,6
TOP MAMA,SPINALL;Reekado Banks;Phyno;Ntosh Gazi,dancehall,0.462,0.641,0.842,112.988,0.00997,47,Hip-Hop,Groovy,top mama,6
Whiter Shade Of Pale,The Jimmy Castor Bunch,groove,0.35,0.526,0.402,140.19,0.307,24,Hip-Hop,Melancholic,whiter shade pale,6
Saza-E-Maut,KR$NA;Raftaar,hip-hop,0.881,0.837,0.84,141.999,0.229,56,Hip-Hop,Happy,saza maut,6
SICKO MODE,Travis Scott,hip-hop,0.446,0.73,0.834,155.008,0.00513,83,Hip-Hop,Energetic,sicko mode,6
Vou de Lacoste 2,Mc IG;MC Ryan SP,funk,0.585,0.485,0.551,179.999,0.365,49,Hip-Hop,Groovy,vou de lacoste,6
Glock - Raw,Chronic Law;Ireland Boss,dancehall,0.231,0.523,0.546,100.819,0.63,26,Hip-Hop,Melancholic,glock raw,6
Sinny Sin Sins,Roots Manuva,trip-hop,0.58,0.873,0.499,186.123,0.0552,18,Hip-Hop,Energetic,sinny sin sins,6
Desde Lejos,Nigga;Flex,reggaeton,0.754,0.746,0.651,84.689,0.0299,40,Hip-Hop,Happy,desde lejos,6
Sea To Sky,Emancipator;Murge,trip-hop,0.271,0.465,0.663,125.516,0.0542,46,Hip-Hop,Melancholic,sea sky,6
Un Cacahuate,Joan Sebastian,r-n-b,0.972,0.351,0.883,126.282,0.581,42,Hip-Hop,Calm,un cacahuate,6
As The Rush Comes - Dub Mix,Ahmet Kilic;Stoto,groove,0.0369,0.603,0.696,119.992,0.0993,43,Hip-Hop,Groovy,rush comes dub mix,6
Questão de Tempo,MC Joãozinho VT,funk,0.637,0.504,0.803,125.182,0.379,42,Hip-Hop,Groovy,questao de tempo,6
Revoada Sem Você,MC Ryan SP;Pedro Lotto,funk,0.248,0.575,0.489,129.537,0.242,55,Hip-Hop,Melancholic,revoada sem voce,6
Sofa Rockers - Richard Dorfmeister Remix,Sofa Surfers,trip-hop,0.39,0.33,0.716,95.907,0.535,51,Hip-Hop,Sad,sofa rockers richard dorfmeister remix,6
Asterix e Obelix,Mc Kadu;Dj Victor,funk,0.734,0.356,0.819,113.227,0.709,44,Hip-Hop,Calm,asterix obelix,6
Cold Hours,aleemrk;Umair,hip-hop,0.493,0.613,0.737,170.14,0.316,74,Hip-Hop,Groovy,cold hours,6
Make My Day,Waldeck,trip-hop,0.601,0.787,0.782,94.237,0.62,49,Hip-Hop,Happy,make day,6
Love You Die (feat. Diamond Platnumz),Patoranking;Diamond Platnumz,dancehall,0.771,0.699,0.79,105.04,0.14,44,Hip-Hop,Happy,love die feat diamond platnumz,6
Wrong Side Of Heaven - Acoustic,Five Finger Death Punch,groove,0.429,0.608,0.412,149.786,0.219,45,Hip-Hop,Groovy,wrong side heaven acoustic,6
Pra Você - Ao Vivo,Novo Som,groove,0.276,0.647,0.352,132.195,0.0085,34,Hip-Hop,Groovy,pra voce ao vivo,6
Come Touch The Sun,Mo' Horizons,trip-hop,0.859,0.719,0.809,167.084,0.197,20,Hip-Hop,Happy,come touch sun,6
Only This Moment,Röyksopp,trip-hop,0.585,0.943,0.506,122.971,0.000162,39,Hip-Hop,Energetic,only moment,6
Moon Rise,Guru Randhawa;Sanjoy,hip-hop,0.597,0.713,0.756,92.039,0.365,66,Hip-Hop,Energetic,moon rise,6
Bad Man Time,DJ Bryan;Poplane;Kalash,dancehall,0.356,0.747,0.566,93.1,0.244,26,Hip-Hop,Energetic,bad man time,6
Three Little Birds - Ao Vivo - Chegou Quem Faltava,Charlie Brown Jr.,r-n-b,0.649,0.7,0.638,74.943,0.242,51,Hip-Hop,Happy,three little birds ao vivo chegou quem faltava,6
You're Not Alone - Extended Mix,Nando Fortunato;Sephora,groove,0.242,0.399,0.754,119.986,0.00114,0,Hip-Hop,Sad,re alone extended mix,6
Senseless - Remix,Stefflon Don;Tory Lanez,dancehall,0.747,0.621,0.544,101.337,0.122,55,Hip-Hop,Happy,senseless remix,6
Daydream In Blue,I Monster,trip-hop,0.382,0.508,0.547,153.822,0.0151,53,Hip-Hop,Melancholic,daydream blue,6
Real Youth,Vybz Kartel,dancehall,0.38,0.674,0.766,95.88,0.46,0,Hip-Hop,Groovy,real youth,6
Vive Y Déjame Vivir,Banda Cuisillos,r-n-b,0.965,0.569,0.742,175.802,0.68,46,Hip-Hop,Groovy,vive dejame vivir,6
Drogba (Joanna),Afro B,dancehall,0.767,0.633,0.966,108.011,0.0206,64,Hip-Hop,Happy,drogba joanna,6
seja a Ti (nada além de um instrumento),Purples;Rachel Novaes,groove,0.244,0.606,0.579,95.99,0.59,26,Hip-Hop,Groovy,seja ti nada alem de um instrumento,6
De 38 Carregado,Dj Ray Lais;Mc Dricka,funk,0.718,0.311,0.87,86.673,0.619,43,Hip-Hop,Calm,de carregado,6
Comunhão e Adoração - Ao Vivo,Paulo Rogerio,groove,0.524,0.821,0.371,106.429,0.138,28,Hip-Hop,Energetic,comunhao adoracao ao vivo,6
First Class,Jack Harlow,hip-hop,0.324,0.563,0.905,106.998,0.0254,1,Hip-Hop,Melancholic,first class,6
Como Le Hago Yo,Dash;Jairo Vera;Basty Corvalan;jk.antony;robertvndres;Tokito Meneses,reggaeton,0.53,0.571,0.871,120.019,0.00724,40,Hip-Hop,Groovy,como le hago yo,6
Chappa Fi True,Nervz;Navaz,dancehall,0.722,0.442,0.834,113.478,0.563,26,Hip-Hop,Groovy,chappa fi true,6
Poor Leno - Jakatta Radio Mix,Röyksopp,trip-hop,0.766,0.918,0.571,129.0,0.000677,18,Hip-Hop,Happy,poor leno jakatta radio mix,6
Morning Star - Parliavox Remix,Flunk;Parliavox,trip-hop,0.376,0.517,0.485,156.043,0.117,21,Hip-Hop,Melancholic,morning star parliavox remix,6
"Ishare Tere (From ""Ishare Tere"")",Guru Randhawa;Dhvani Bhanushali,hip-hop,0.337,0.941,0.707,99.013,0.0173,59,Hip-Hop,Energetic,ishare tere ishare tere,6
Alô Biel,MC RN do Capão;MC GH MAGRÃO,funk,0.294,0.417,0.763,159.919,0.669,43,Hip-Hop,Melancholic,alo biel,6
La Nueva Y La Ex,Daddy Yankee,hip-hop,0.639,0.943,0.639,198.051,0.0462,0,Hip-Hop,Happy,la nueva la ex,6
Everything You Want,Rogér Fakhr,groove,0.427,0.574,0.553,114.845,0.387,50,Hip-Hop,Groovy,everything want,6
Seh Yuh Bad,6t6;T.O.K;Squash;Rygin King,dancehall,0.643,0.416,0.675,120.874,0.0607,34,Hip-Hop,Groovy,seh yuh bad,6
Jump in the Benz,Vybz Kartel,dancehall,0.288,0.664,0.758,103.122,0.185,28,Hip-Hop,Groovy,jump benz,6
Duvido Você Não Tomar Uma - Ao Vivo,Simone & Simaria,funk,0.602,0.841,0.703,125.966,0.572,47,Hip-Hop,Happy,duvido voce nao tomar uma ao vivo,6
All Night (Live),AP Dhillon;Shinda Kahlon,hip-hop,0.0383,0.456,0.723,101.139,0.137,71,Hip-Hop,Melancholic,night live,6
Night Ride,Pascal Junior,groove,0.326,0.52,0.817,123.965,0.142,45,Hip-Hop,Melancholic,night ride,6
Dans ma ville,Ken Vybz,dancehall,0.23,0.562,0.7,126.847,0.677,27,Hip-Hop,Melancholic,dans ma ville,6
Set Djay W 4,Djay W;Mc IG;Mc Magal;Mc Lele JP;Mc Capelinha,funk,0.557,0.595,0.573,96.089,0.522,46,Hip-Hop,Groovy,set djay,6
Clockwork (feat. Spice),Stefflon Don;Spice,dancehall,0.962,0.797,0.902,104.981,0.367,18,Hip-Hop,Happy,clockwork feat spice,6
Emerald Tuesday,Cibo Matto,trip-hop,0.853,0.898,0.554,113.289,0.00732,17,Hip-Hop,Happy,emerald tuesday,6
Ocean of Love,Lemongrass,trip-hop,0.213,0.273,0.635,84.039,0.442,52,Hip-Hop,Sad,ocean love,6
Dem Bow,Shabba Ranks,dancehall,0.96,0.929,0.888,98.32,0.248,27,Hip-Hop,Happy,dem bow,6
Little By Little,Groove Armada,trip-hop,0.926,0.517,0.724,159.985,0.117,17,Hip-Hop,Groovy,little little,6
"Mathuga Mathuga (From ""Vikram Hitlist"")",Anirudh Ravichander;Kamal Haasan,hip-hop,0.919,0.811,0.829,130.034,0.321,57,Hip-Hop,Happy,mathuga mathuga vikram hitlist,6
Jingle Bells,Smokey Robinson & The Miracles,funk,0.963,0.676,0.565,103.554,0.335,0,Hip-Hop,Happy,jingle bells,6
Mistletoe and Wine,Cliff Richard,r-n-b,0.365,0.432,0.498,135.015,0.688,0,Hip-Hop,Melancholic,mistletoe wine,6
Tipo BBB,Mc IG;MC Neguinho do Kaxeta;MC GP,funk,0.771,0.457,0.887,106.81,0.542,45,Hip-Hop,Groovy,tipo bbb,6
HOTEL LOBBY (Unc & Phew),Quavo;Takeoff,hip-hop,0.163,0.636,0.821,127.961,0.142,3,Hip-Hop,Groovy,hotel lobby unc phew,6
Meu Cotiadiano,Dj Tg Da Inestan;DJ PH DA SERRA;Dj Wesley Gonzaga;Dj Nattan;Dj Luizin;DJ João da Inestan,funk,0.558,0.396,0.873,86.517,0.617,47,Hip-Hop,Romantic,meu cotiadiano,6
Night over Manaus,Boozoo Bajou,trip-hop,0.933,0.951,0.839,143.016,0.055,49,Hip-Hop,Happy,night over manaus,6
Ova Dweet (Mixed),Popcaan,dancehall,0.539,0.673,0.503,128.454,0.126,3,Hip-Hop,Groovy,ova dweet mixed,6
Sunday City Sequence,A Forest Mighty Black,trip-hop,0.554,0.777,0.676,101.299,0.0202,18,Hip-Hop,Energetic,sunday city sequence,6
Why This Kolaveri Di? - The Soup of Love,Anirudh Ravichander;Dhanush,hip-hop,0.894,0.785,0.82,140.013,0.59,64,Hip-Hop,Happy,why kolaveri soup love,6
A Boca Dela,Mc Kevin,funk,0.0552,0.479,0.602,132.048,0.361,42,Hip-Hop,Melancholic,boca dela,6
Naach Meri Rani,Guru Randhawa;Nikhita Gandhi;Tanishk Bagchi;Nora Fatehi,hip-hop,0.151,0.488,0.676,97.036,0.0613,63,Hip-Hop,Melancholic,naach meri rani,6
Enda Vägen Fram,General Knas;Kapten Röd,dancehall,0.716,0.547,0.637,82.73,0.166,30,Hip-Hop,Groovy,enda vagen fram,6
Daydreaming - Luv It Dub,Massive Attack,trip-hop,0.615,0.616,0.76,97.478,0.00042,17,Hip-Hop,Happy,daydreaming luv dub,6
To em Frente ao Mar,Caio Passos;MC Ryan SP;Mc Davi;Mc Magal;MC PH;Mc Don Juan;Mc IG,funk,0.546,0.641,0.601,112.105,0.123,49,Hip-Hop,Groovy,em frente ao mar,6
Another Bridge - 2012 Remaster,Everything But The Girl,trip-hop,0.775,0.853,0.48,85.181,0.0306,26,Hip-Hop,Happy,another bridge remaster,6
Missing - Live,Everything But The Girl,trip-hop,0.211,0.493,0.662,120.201,0.263,20,Hip-Hop,Melancholic,missing live,6
Take My Hand - Paul Lock Remix,Housenick;Paul Lock,groove,0.657,0.71,0.662,121.018,0.0789,42,Hip-Hop,Happy,take hand paul lock remix,6
Dem Phonies,Roots Manuva,trip-hop,0.818,0.701,0.845,105.935,0.0955,17,Hip-Hop,Happy,dem phonies,6
Venha Filho Meu - Ao Vivo,Templo Soul;AO Cubo,groove,0.677,0.765,0.65,130.053,0.169,23,Hip-Hop,Happy,venha filho meu ao vivo,6
Não Valeria (João 4:20),Kemuel,groove,0.599,0.863,0.6,130.047,0.0254,32,Hip-Hop,Energetic,nao valeria joao,6
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah;Neha Kakkar;Varun Dhawan,hip-hop,0.884,0.87,0.788,109.974,0.123,67,Hip-Hop,Happy,garmi street dancer feat varun dhawan,6
Aunque Ya Tengas Marido,Joan Sebastian,r-n-b,0.929,0.328,0.731,103.228,0.816,50,Hip-Hop,Calm,aunque tengas marido,6
End Of The Road,Boyz II Men,r-n-b,0.529,0.427,0.64,149.703,0.0664,71,Hip-Hop,Groovy,end road,6
Pon Mi,Shenseea;Dunw3ll,dancehall,0.846,0.701,0.861,123.995,0.445,55,Hip-Hop,Happy,pon mi,6
Primal Concrete Sledge,Pantera,groove,0.119,0.847,0.38,133.182,0.000117,54,Hip-Hop,Dark,primal concrete sledge,6
Ella Prefiere,EMCI FLOW,dancehall,0.674,0.864,0.709,87.041,0.0338,26,Hip-Hop,Happy,ella prefiere,6
Green Concrete,Sizzla,dancehall,0.614,0.643,0.578,179.359,0.148,4,Hip-Hop,Happy,green concrete,6
Em Ti Jesus (In Jesus Name),Rodrigo Mozart,groove,0.61,0.908,0.685,104.99,0.0141,32,Hip-Hop,Happy,em ti jesus jesus name,6
Esta Cobardia,Valentín Elizalde,r-n-b,0.845,0.649,0.544,137.746,0.706,48,Hip-Hop,Happy,esta cobardia,6
The Little Drummer Boy,Stevie Wonder,funk,0.351,0.448,0.523,134.511,0.442,0,Hip-Hop,Melancholic,little drummer boy,6
Cold Outside,Timaya;BNXN fka Buju,dancehall,0.839,0.663,0.737,98.014,0.287,65,Hip-Hop,Happy,cold outside,6
PAI VAI TI PAPA,DJ Arana,funk,0.781,0.946,0.876,129.996,0.294,43,Hip-Hop,Happy,pai vai ti papa,6
E Ye Ye - Edit,Quantic;Nidia Gongora,trip-hop,0.668,0.691,0.707,102.973,0.392,21,Hip-Hop,Happy,ye ye edit,6
Existentialism (milano Dub Mix),The Dining Rooms,trip-hop,0.87,0.85,0.761,100.006,0.0039,50,Hip-Hop,Happy,existentialism milano dub mix,6
Set DJay W 6,Djay W;MC Marks;MC Ryan SP;MC Joãozinho VT;Mc Vitão Do Savoy,funk,0.513,0.582,0.688,119.668,0.154,52,Hip-Hop,Groovy,set djay,6
Brace It (feat. Ed Sheeran),Ishawna;Ed Sheeran,dancehall,0.498,0.706,0.845,97.035,0.0571,59,Hip-Hop,Energetic,brace feat ed sheeran,6
El Peor De Tus Antojos - En Vivo,Joan Sebastian,r-n-b,0.9,0.446,0.707,97.3,0.598,41,Hip-Hop,Groovy,el peor de tus antojos en vivo,6
Hold You - Hold Yuh,Gyptian,dancehall,0.497,0.621,0.69,66.858,0.321,67,Hip-Hop,Groovy,hold hold yuh,6
Big Tings Gwidarn,Roots Manuva,trip-hop,0.767,0.603,0.802,171.643,0.0595,18,Hip-Hop,Happy,big tings gwidarn,6
Check Yo Self - Remix,Ice Cube;Das EFX,funk,0.768,0.735,0.934,101.368,0.031,71,Hip-Hop,Happy,check yo self remix,6
Shana Bann,MC STAN,hip-hop,0.192,0.514,0.674,99.901,0.0126,66,Hip-Hop,Melancholic,shana bann,6
Silent Night,The Temptations,funk,0.364,0.362,0.515,131.433,0.545,0,Hip-Hop,Sad,silent night,6
Framåt För Evigt,Kapten Röd,dancehall,0.719,0.566,0.588,163.7,0.255,31,Hip-Hop,Groovy,framat evigt,6
Mixed Emotions,Lil Tjay,r-n-b,0.431,0.502,0.644,113.93,0.394,59,Hip-Hop,Groovy,mixed emotions,6
Reggae Dancehall Riddim: Nanny Goat,Buju Banton;Garnett Silk;Sanchez;Tony Rebel;Richie Stephens;Marcia Griffiths;Mad Cobra;General Degree;Nana Mclean;Jack Radics;Terry Ganzie;Thrilla U;Kultra Knox;Dean Fraser,dancehall,0.78,0.626,0.857,84.993,0.0833,27,Hip-Hop,Happy,reggae dancehall riddim nanny goat,6
O Descobridor dos Sete Mares,Lulu Santos,r-n-b,0.971,0.834,0.783,136.776,0.00215,45,Hip-Hop,Happy,descobridor dos sete mares,6
Wanna Know,HBSN,groove,0.444,0.779,0.654,125.999,0.116,53,Hip-Hop,Energetic,wanna know,6
Final Thoughts,AP Dhillon;Shinda Kahlon;Gminxr,hip-hop,0.061,0.614,0.691,77.489,0.027,69,Hip-Hop,Groovy,final thoughts,6
Vem amor,LUDMILLA,funk,0.689,0.704,0.62,86.453,0.133,45,Hip-Hop,Happy,vem amor,6
Friendships - Suprafive Remix,Pascal Letoublon;Suprafive,groove,0.279,0.699,0.722,119.996,0.00978,51,Hip-Hop,Groovy,friendships suprafive remix,6
Apna Time Aayega,Ranveer Singh;Dub Sharma;DIVINE,hip-hop,0.513,0.618,0.766,95.054,0.0187,63,Hip-Hop,Groovy,apna time aayega,6
Povo Adquirido,Cleverson Silva;Paulo Zuckini,groove,0.479,0.947,0.485,131.873,0.0211,22,Hip-Hop,Energetic,povo adquirido,6
O Teu Amor - Acústico,Kemuel,groove,0.321,0.23,0.458,135.996,0.684,36,Hip-Hop,Sad,teu amor acustico,6
Ball If I Want To,DaBaby,hip-hop,0.628,0.669,0.902,139.949,0.161,0,Hip-Hop,Happy,ball want,6
It's Summertime - Lindstrom & Prins Thomas Remix,Morcheeba;Lindstrøm & Prins Thomas;Lindstrøm;Prins Thomas,trip-hop,0.587,0.743,0.719,117.992,0.00769,18,Hip-Hop,Energetic,summertime lindstrom prins thomas remix,6
Contra La Pared,Negro Sambo,dancehall,0.562,0.877,0.73,196.021,0.00177,27,Hip-Hop,Energetic,contra la pared,6
Revolution Is My Name,Pantera,groove,0.277,0.988,0.243,89.905,6.17e-05,58,Hip-Hop,Dark,revolution name,6
Insomnia - Radio Edit,Faithless,trip-hop,0.492,0.757,0.71,127.107,0.0352,17,Hip-Hop,Energetic,insomnia radio edit,6
Tudo Que Soul,Robson Nascimento,groove,0.797,0.603,0.662,94.461,0.503,25,Hip-Hop,Happy,tudo que soul,6
Date Ur Fada,Ebony,dancehall,0.929,0.657,0.895,105.1,0.255,45,Hip-Hop,Happy,date ur fada,6
Tú y las Nubes,Lupillo Rivera,r-n-b,0.439,0.597,0.676,110.728,0.143,42,Hip-Hop,Groovy,tu las nubes,6
Chute No Balde,MC Joãozinho VT;Mc Kako;DJ WN;Mc Kanhoto;MC Leozinho ZS;MC Rick;MC Tuto;MC Ryan SP;DJ BOY;Mc IG,funk,0.884,0.661,0.667,151.775,0.638,55,Hip-Hop,Happy,chute balde,6
Pind Da Riwaaz,Wazir Patar;Azaad,hip-hop,0.656,0.767,0.904,87.989,0.0457,62,Hip-Hop,Happy,pind da riwaaz,6
Sexy & Ready (2022 Remastered),T.O.K;Arif Cooper,dancehall,0.873,0.9,0.427,95.688,0.0127,0,Hip-Hop,Happy,sexy ready remastered,6
Driving - Acoustic,Everything But The Girl,trip-hop,0.359,0.19,0.369,174.028,0.885,23,Hip-Hop,Sad,driving acoustic,6
Atraves de la Luna,"Sergio Vega ""El Shaka""",r-n-b,0.634,0.352,0.599,141.745,0.644,41,Hip-Hop,Calm,atraves de la luna,6
Solve et Coagula,Mudvayne,groove,0.417,0.99,0.569,107.112,1.98e-05,26,Hip-Hop,Energetic,solve et coagula,6
Mais Uma De Amor (Geme Geme),Blitz,r-n-b,0.759,0.792,0.391,170.481,0.388,44,Hip-Hop,Happy,mais uma de amor geme geme,6
Giving Up The Ghost,DJ Shadow,trip-hop,0.565,0.774,0.593,106.81,0.118,18,Hip-Hop,Energetic,giving ghost,6
God N Gun,Govana,dancehall,0.203,0.492,0.607,131.98,0.535,26,Hip-Hop,Melancholic,god gun,6
She Doesn't Mind - Pitbull Remix,Sean Paul;Pitbull,dancehall,0.613,0.799,0.73,121.291,0.000704,42,Hip-Hop,Happy,doesn mind pitbull remix,6
Killer's Lullaby,Faithless,trip-hop,0.386,0.767,0.666,84.022,0.18,19,Hip-Hop,Energetic,killer lullaby,6
Tillas con barro,El Shaaki;Ley 20mil,dancehall,0.87,0.953,0.801,90.89,0.388,35,Hip-Hop,Happy,tillas con barro,6
Senta Pros Bandido,Dj Guuga;Biu do Piseiro;MC Myres,funk,0.773,0.9,0.712,178.108,0.037,44,Hip-Hop,Happy,senta pros bandido,6
Rocky Mountain Way,Joe Walsh,blues,0.448,0.571,0.449,84.807,0.00604,0,Jazz & Blues,Groovy,rocky mountain way,2
Minha Maior Riqueza,Rodolfo Abrantes,gospel,0.488,0.361,0.651,135.796,0.872,42,Jazz & Blues,Romantic,minha maior riqueza,2
Lembra Senhor,Trazendo a Arca,gospel,0.302,0.419,0.444,126.956,0.189,43,Jazz & Blues,Melancholic,lembra senhor,2
I'll Be Seeing You,Billie Holiday,blues,0.122,0.0455,0.302,73.146,0.987,0,Jazz & Blues,Sad,ll seeing,2
Diante de Ti,Quatro por Um,gospel,0.412,0.839,0.622,133.968,0.00405,41,Jazz & Blues,Energetic,diante de ti,2
Teus Altares,João Alexandre,gospel,0.381,0.134,0.759,104.834,0.933,38,Jazz & Blues,Sad,teus altares,2
Last Call,Jamie Miller,soul,0.27,0.528,0.636,107.244,0.299,62,Jazz & Blues,Melancholic,last call,2
When a Man Loves a Woman,Percy Sledge,soul,0.205,0.15,0.516,97.398,0.13,0,Jazz & Blues,Sad,man loves woman,2
Forever in Love,Kenny G,jazz,0.11,0.318,0.343,81.993,0.336,55,Jazz & Blues,Sad,forever love,2
How You Like Me Now? - Raffertie Remix,The Heavy;Raffertie,blues,0.17,0.628,0.595,102.029,0.183,52,Jazz & Blues,Groovy,now raffertie remix,2
Se Não For Pra Te Adorar - Ao Vivo,Fernandinho,gospel,0.21,0.848,0.496,112.916,0.624,41,Jazz & Blues,Dark,nao pra te adorar ao vivo,2
